Product_Id,Product_Name,HSN,GST
4564584333411,"Meril Filaxyn Polydioxanone Sutures USP 5-0, 3/8 Circle Cutting",30061010,12
4564584431715,"Meril Filaxyn Polydioxanone Sutures USP 5-0, 1/2 Circle Round Body Double Needle",30061010,12
4564584497251,"Meril Filaxyn Polydioxanone Sutures USP 4-0, 3/8 Circle Reverse Cutting",30061010,12
4564584562787,"Meril Filaxyn Polydioxanone Sutures USP 4-0, 3/8 Circle Round Body",30061010,12
4564584595555,"Meril Filaxyn Polydioxanone Sutures USP 4-0, 3/8 Circle Cutting",30061010,12
4564584628323,"Meril Filaxyn Polydioxanone Sutures USP 4-0, 1/2 Circle Round Body Double Needle",30061010,12
4564584693859,"Meril Filaxyn Polydioxanone Sutures USP 3-0, Straight Cutting",30061010,12
4564584759395,"Meril Filaxyn Polydioxanone Sutures USP 3-0, 1/2 Circle Round Body Double Needle",30061010,12
4564584857699,"Meril Filaxyn Polydioxanone Sutures USP 2-0, 1/2 Circle Round Body",30061010,12
4564584890467,"Meril Filaxyn Polydioxanone Sutures USP 2, 1/2 Circle Round Body",30061010,12
4564584956003,"Meril Filaxyn Polydioxanone Sutures USP 1, 1/2 Circle Taper Cut",30061010,12
4564585054307,"Meril Filaxyn Polydioxanone Sutures USP 1, 1/2 Circle Reverse Cutting",30061010,12
4564585119843,"Meril Filaxyn Polydioxanone Sutures USP 0, 1/2 Circle Taper Cut",30061010,12
4564585218147,"Meril Mitsu Fast Polyglactin 910 USP 2-0, 1/2 Circle Reverse Cutting 1/2 Round Body Double Needle",30061010,12
4564585414755,"Meril Mitsu Fast Polyglactin 910 Sutures USP 6-0, 3/8 Circle Reverse Cutting",30061010,12
4564585185379,"Meril Filaxyn Polydioxanone Sutures USP 0, 1/2 Circle Round Body",30061010,12
4564585480291,"Meril Mitsu Fast Polyglactin 910 Sutures USP 5-0, 3/8 Circle Reverse Cutting",30061010,12
4564585513059,"Meril Mitsu Fast Polyglactin 910 Sutures USP 5-0, 1/2 Circle Round Body",30061010,12
4564585611363,"Meril Mitsu Fast Polyglactin 910 Sutures USP 4-0, 3/8 Circle Cutting",30061010,12
4564585644131,"Meril Mitsu Fast Polyglactin 910 Sutures USP 3-0, 3/8 Circle Reverse Cutting",30061010,12
4564585742435,"Meril Mitsu Fast Polyglactin 910 Sutures USP 3-0, 3/8 Circle Cutting",30061010,12
4564585775203,"Meril Mitsu Fast Polyglactin 910 Sutures USP 3-0, 1/2 Circle Round Body",30061010,12
4564585873507,"Meril Mitsu Fast Polyglactin 910 Sutures USP 3-0, 1/2 Circle Cutting",30061010,12
4564585939043,"Meril Mitsu Fast Polyglactin 910 Sutures USP 2-0, 3/8 Circle Reverse Cutting",30061010,12
4564586037347,"Meril Mitsu Fast Polyglactin 910 Sutures USP 0, 3/8 Circle Reverse Cutting",30061010,12
4564586070115,"Meril Mitsu Fast Polyglactin 910 Sutures USP 0, 1/2 Circle Taper Cut",30061010,12
4564586102883,"Meril Mitsu AB Polyglactin 910 Sutures USP 2-0, 1/2 Circle Round Body",30061010,12
4564586168419,"Meril Mitsu AB Polyglactin 910 Sutures USP 0, 1/2 Circle Round Body",30061010,12
4564586201187,"Meril Mitsu AB Polyglactin 910 Sutures USP 1, 1/2 Circle Round Body",30061010,12
4564586299491,CareNow Blufenz Doctor Coat - Full Sleeves,63041990,5
4564586397795,3M Littmann Master Classic II Stethoscope - Hunter Green 2632,90189012,12
4564586430563,3M Littmann Master Classic II Stethoscope - Ceil Blue 2633,90189012,12
4564586463331,3M Littmann Master Classic II Stethoscope - Caribbean Blue 2630,90189012,12
4564586561635,"Meril Mitsu C+ Polyglactin 910 Sutures USP 5-0, 1/2 Circle Round Body",30061010,12
4564586594403,"Meril Mitsu C+ Polyglactin 910 Sutures USP 4-0, 1/2 Circle Round Body",30061010,12
4564586659939,"Meril Mitsu C+ Polyglactin 910 Sutures USP 3-0, 1/2 Circle Taper Cut",30061010,12
4564586627171,"Meril Mitsu C+ Polyglactin 910 Sutures USP 3-0, 3/8 Circle Cutting",30061010,12
4564586725475,"Meril Mitsu C+ Polyglactin 910 Sutures USP 3-0, 1/2 Circle Round Body",30061010,12
4564586758243,"Meril Mitsu C+ Polyglactin 910 Sutures USP 3-0, 1/2 Circle Cutting",30061010,12
4564586791011,"Meril Mitsu C+ Polyglactin 910 Sutures USP 2-0, 3/8 Circle Cutting",30061010,12
4564586823779,"Meril Mitsu C+ Polyglactin 910 Sutures USP 2-0, 1/2 Circle Round Body",30061010,12
4564586987619,"Meril Mitsu C+ Polyglactin 910 Sutures USP 2-0, 1/2 Circle Reverse Cutting",30061010,12
4564587020387,"Meril Mitsu C+ Polyglactin 910 Sutures USP 2, 1/2 Circle Reverse Cutting",30061010,12
4564587085923,"Meril Mitsu C+ Polyglactin 910 Sutures USP 1, 1/2 Circle Taper Cut",30061010,12
4564587151459,"Meril Mitsu C+ Polyglactin 910 Sutures USP 1, 1/2 Circle Round Body",30061010,12
4564587282531,"Meril Mitsu C+ Polyglactin 910 Sutures USP 1, 1/2 Circle Reverse Cutting",30061010,12
4564587315299,"Meril Mitsu C+ Polyglactin 910 Sutures USP 0, 1/2 Circle Taper Cut",30061010,12
4564587413603,"Meril Mitsu C+ Polyglactin 910 Sutures USP 0, 1/2 Circle Round Body",30061010,12
4564587544675,"Meril Mericron XL Polyester Sutures USP 3-0, 1/2 Circle Round Body",30061010,12
4564587642979,"Meril Mericron XL Polyester Sutures USP 6-0, 3/8 Circle Round Body Double Needle",30061010,12
4564587675747,"Meril Mericron XL Polyester Sutures USP 5-0, 1/4 Circle Spatulated Double Needle",30061010,12
4564587741283,"Meril Mericron XL Polyester Sutures USP 5, 1/2 Circle Taper Cut",30061010,12
4564587839587,"Meril Mericron XL Polyester Sutures USP 4-0, 1/4 Circle Spatulated Needle",30061010,12
4564587937891,"Meril Mericron XL Polyester Sutures USP 3-0, 1/2 Circle Round Body Double Needle",30061010,12
4564587970659,"Meril Mericron XL Polyester Sutures USP 2-0, 1/2 Circle Taper Cut",30061010,12
4564588003427,"Meril Mericron XL Polyester Sutures USP 2, 1/2 Circle Taper Cut",30061010,12
4564588134499,"Meril Mericron XL Polyester Sutures USP 0, 1/2 Circle Taper Cut Double Needle",30061010,12
4564588200035,"Meril Mericron XL Polyester Sutures USP 0, 1/2 Circle Round Body",30061010,12
4564588232803,POCT Nebulizer Cup and Mask Kit - Paediatric,90183990,12
4564588331107,POCT Nebulizer Cup and Mask Kit - Adult,90183990,12
4564588396643,BSN Medical Fixomull Transparent Medical Tape,3005,12
4564588494947,"Meril Filamide Nylon Sutures USP 9-0, 3/8 Circle Spatula Point Double Needle",30061010,12
4564588560483,"Meril Filamide Nylon Sutures USP 9-0, 3/8 Circle Spatula Point",30061010,12
4564588658787,"Meril Filamide Nylon Sutures USP 9-0, 3/8 Circle Round Body Double Needle",30061010,12
4564588822627,"Meril Filamide Nylon Sutures USP 8-0, 3/8 Circle Spatula Point Double Needle",30061010,12
4564588691555,"Meril Filamide Nylon Sutures USP 9-0, 3/8 Circle Round Body",30061010,12
4564588888163,"Meril Filamide Nylon Sutures USP 8-0, 3/8 Circle Spatula Point",30061010,12
4564589117539,"Meril Filamide Nylon Sutures USP 8-0, 3/8 Circle Reverse Cutting",30061010,12
4564589052003,"Meril Filamide Nylon Sutures USP 8-0, 3/8 Circle Round Body",30061010,12
4564589150307,"Meril Filamide Nylon Sutures USP 6-0, 3/8 Circle Reverse Cutting",30061010,12
4564589215843,"Meril Filamide Nylon Sutures USP 6-0, 3/8 Circle Cutting",30061010,12
4564589445219,"Meril Filamide Nylon Sutures USP 5-0, 3/8 Circle Cutting",30061010,12
4564589477987,"Meril Filamide Nylon Sutures USP 4-0, 3/8 Circle Reverse Cutting",30061010,12
4564589346915,"Meril Filamide Nylon Sutures USP 5-0, 3/8 Circle Reverse Cutting",30061010,12
4564589543523,"Meril Filamide Nylon Sutures USP 4-0, 3/8 Circle Cutting",30061010,12
4564589609059,"Meril Filamide Nylon Sutures USP 3-0, Straight Cutting",30061010,12
4564589707363,"Meril Filamide Nylon Sutures USP 3-0, 3/8 Circle Cutting",30061010,12
4564589674595,"Meril Filamide Nylon Sutures USP 3-0, 3/8 Circle Reverse Cutting",30061010,12
4564589772899,"Meril Filamide Nylon Sutures USP 2-0, Straight Cutting",30061010,12
4564589871203,"Meril Filamide Nylon Sutures USP 2, 3/8 Circle Cutting",30061010,12
4564589805667,"Meril Filamide Nylon Sutures USP 2-0, 3/8 Circle Reverse Cutting",30061010,12
4564589936739,"Meril Filamide Nylon Sutures USP 11-0, 3/8 Circle Round Body",30061010,12
4564590035043,"Meril Filamide Nylon Sutures USP 10-0, 3/8 Circle Spatula Point Double Needle",30061010,12
4564590264419,"Meril Filamide Nylon Sutures USP 1, 3/8 Circle Cutting",30061010,12
4564590231651,"Meril Filamide Nylon Sutures USP 10-0, 1/2 Circle Spatula Point Double Needle",30061010,12
4564590166115,"Meril Filamide Nylon Sutures USP 10-0, 3/8 Circle Round Body",30061010,12
4564590395491,"Meril Filamide Nylon Sutures USP 1, 1/2 Circle Round Body",30061010,12
4564590493795,"Meril Filamide Nylon Sutures USP 0, Straight Cutting",30061010,12
4564590461027,"Meril Filamide Nylon Sutures USP 1, 1/2 Circle Reverse Cutting",30061010,12
4564590526563,"Meril Filamide Nylon Sutures USP 0, 3/8 Circle Reverse Cutting",30061010,12
4564590657635,"Meril Filamide Nylon Pre-Cut Sutures USP 2-0, 5 X 35 cm",30061010,12
4564590755939,"Meril Filamide Nylon Pre-Cut Sutures USP 2-0, 2 X 76 cm",30061010,12
4564590624867,"Meril Filamide Nylon Sutures USP 0, 1/2 Circle Round Body",30061010,12
4564590788707,"Meril Filamide Nylon Pre-Cut Sutures USP 2, 2 X 76 cm",30061010,12
4564590887011,"Meril Filamide Nylon Pre-Cut Sutures USP 0, 2 X 76 cm",30061010,12
4564590985315,"Meril Filamide Nylon Pre-Cut Sutures USP 1, 5 X 35 cm",30061010,12
4564591050851,"Meril Filaprop Polypropylene Sutures USP 8-0, 3/8 Circle Taper Cut",30061010,12
4564591116387,"Meril Filaprop Polypropylene Sutures USP 7-0, 3/8 Circle Taper Cut Double Needle",30061010,12
4564591214691,"Meril Filaprop Polypropylene Sutures USP 7-0, 3/8 Circle Cutting Double Needle",30061010,12
4564591280227,"Meril Filaprop Polypropylene Sutures USP 6-0, 3/8 Circle Taper Cut Double Needle",30061010,12
4564591345763,"Meril Filaprop Polypropylene Sutures USP 6-0, 3/8 Circle Round Body",30061010,12
4564591476835,"Meril Filaprop Polypropylene Sutures USP 6-0, 3/8 Circle Reverse Cutting",30061010,12
4564591575139,"Meril Filaprop Polypropylene Sutures USP 6-0, 3/8 Circle Cutting",30061010,12
4564591607907,"Meril Filaprop Polypropylene Sutures USP 5-0, 3/8 Circle Round Body Double Needle",30061010,12
4564591312995,"Meril Filaprop Polypropylene Sutures USP 6-0, 3/8 Circle Round Body Double Needle",30061010,12
4564591673443,"Meril Filaprop Polypropylene Sutures USP 5-0, 3/8 Circle Round Body",30061010,12
4564591771747,"Meril Filaprop Polypropylene Sutures USP 5-0, 3/8 Circle Reverse Cutting",30061010,12
4564591870051,"Meril Filaprop Polypropylene Sutures USP 5-0, 3/8 Circle Cutting",30061010,12
4564591935587,"Meril Filaprop Polypropylene Sutures USP 5-0, 1/2 Circle Round Body",30061010,12
4564592066659,"Meril Filaprop Polypropylene Sutures USP 4-0, 3/8 Circle Reverse Cutting",30061010,12
4564592099427,"Meril Filaprop Polypropylene Sutures USP 4-0, 3/8 Circle Cutting",30061010,12
4564591902819,"Meril Filaprop Polypropylene Sutures USP 5-0, 1/2 Circle Round Body Double Needle",30061010,12
4564592164963,"Meril Filaprop Polypropylene Sutures USP 4-0, 1/2 Circle Taper Cut Double Needle",30061010,12
4564592230499,"Meril Filaprop Polypropylene Sutures USP 4-0, 1/2 Circle Taper Cut",30061010,12
4564592296035,"Meril Filaprop Polypropylene Sutures USP 4-0, 1/2 Circle Round Body",30061010,12
4564592394339,"Meril Filaprop Polypropylene Sutures USP 3-0, Straight Cutting",30061010,12
4564592328803,"Meril Filaprop Polypropylene Sutures USP 4-0, 1/2 Circle Round Body Double Needle",30061010,12
4564592525411,"Meril Filaprop Polypropylene Sutures USP 3-0, 3/8 Circle Cutting",30061010,12
4564592590947,"Meril Filaprop Polypropylene Sutures USP 3-0, 1/2 Circle Taper Cut",30061010,12
4564592722019,"Meril Filaprop Polypropylene Sutures USP 2-0, 1/2 Circle Round Body",30061010,12
4564592656483,"Meril Filaprop Polypropylene Sutures USP 3-0, 1/2 Circle Round Body",30061010,12
4564592689251,"Meril Filaprop Polypropylene Sutures USP 2-0, 1/2 Circle Taper Cut",30061010,12
4564592754787,"Meril Filaprop Polypropylene Sutures USP 10-0, Straight Cutting Double Needle",30061010,12
4564592885859,"Meril Filaprop Polypropylene Sutures USP 1, 1/2 Circle Reverse Cutting",30061010,12
4564592918627,"Meril Filaprop Polypropylene Sutures USP 0, 1/2 Circle Taper Cut",30061010,12
4564592951395,"Meril Filasilk Silk Sutures USP 4-0, 2 X 76 cm",30061010,12
4564592820323,"Meril Filaprop Polypropylene Sutures USP 1, 1/2 Circle Round Body",30061010,12
4564593049699,"Meril Filasilk Silk Sutures USP 2-0, 10 X 35cm Length",30061010,12
